kind,prompt,label,top1,verify_ok,reason,stable_top1,top1_list
blocked,withdraw 5 ETH,,withdraw_asset,True,,True,"['withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset']"
blocked,withdraw 3 ETH,,withdraw_asset,True,,True,"['withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset']"
blocked,borrow 1000 USDC,,deposit_asset,True,,True,"['deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset']"
blocked,borrow 2500 USDC,,deposit_asset,True,,True,"['deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset']"
blocked,borrow 2 ETH,,swap_asset,True,,True,"['swap_asset', 'swap_asset', 'swap_asset', 'swap_asset', 'swap_asset', 'swap_asset', 'swap_asset', 'swap_asset', 'swap_asset', 'swap_asset', 'swap_asset', 'swap_asset', 'swap_asset', 'swap_asset', 'swap_asset', 'swap_asset', 'swap_asset', 'swap_asset', 'swap_asset', 'swap_asset']"
blocked,withdraw 1500 USDC,,withdraw_asset,True,,True,"['withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset']"
blocked,withdraw 1 ETH,,withdraw_asset,True,,True,"['withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset']"
blocked,borrow 500 USDC,,deposit_asset,True,,True,"['deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset']"
blocked,withdraw 0.5 ETH,,withdraw_asset,False,oracle_stale,True,"['withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset']"
blocked,borrow 300 USDC,,deposit_asset,False,oracle_stale,True,"['deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset', 'deposit_asset']"
nonexec,check balance,,borrow_asset,True,,True,"['borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset']"
nonexec,show my open positions,,borrow_asset,True,,True,"['borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset']"
nonexec,list my loans,,borrow_asset,True,,True,"['borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset']"
nonexec,what is my health factor,,borrow_asset,True,,True,"['borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset']"
nonexec,explain LTV,,borrow_asset,True,,True,"['borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset', 'borrow_asset']"
nonexec,help,,withdraw_asset,True,,True,"['withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset', 'withdraw_asset']"
