sample,true,geodesic_tasks,geodesic_order,geodesic_ok,stock_tasks,stock_order,stock_ok,geodesic_precision,geodesic_recall,geodesic_f1,geodesic_jaccard,geodesic_hallucination,geodesic_omission,stock_precision,stock_recall,stock_f1,stock_jaccard,stock_hallucination,stock_omission
13,borrow|claim_rewards|deposit,deposit|borrow|swap|claim_rewards,borrow|swap|claim_rewards|deposit,0,borrow|swap,borrow|swap,0,0.75,1.0,0.8571428571428571,0.75,0.25,0.0,0.5,0.3333333333333333,0.4,0.25,0.5,0.6666666666666666
14,add_liquidity|borrow,withdraw|borrow|swap|add_liquidity|remove_liquidity|claim_rewards,add_liquidity|swap|withdraw|claim_rewards|borrow|remove_liquidity,0,withdraw|borrow|swap|add_liquidity|claim_rewards,add_liquidity|swap|withdraw|claim_rewards|borrow,0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.4,1.0,0.5714285714285715,0.4,0.6,0.0
15,claim_rewards,withdraw|borrow|repay|remove_liquidity|claim_rewards,claim_rewards|repay|borrow|remove_liquidity|withdraw,0,remove_liquidity|claim_rewards,claim_rewards|remove_liquidity,0,0.2,1.0,0.33333333333333337,0.2,0.8,0.0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0
16,swap,deposit|withdraw|repay|swap|remove_liquidity,swap|withdraw|remove_liquidity|repay|deposit,0,repay|swap|remove_liquidity,swap|remove_liquidity|repay,0,0.2,1.0,0.33333333333333337,0.2,0.8,0.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0
17,add_liquidity|borrow|claim_rewards,deposit|borrow|swap|add_liquidity|remove_liquidity|claim_rewards,deposit|add_liquidity|remove_liquidity|borrow|swap|claim_rewards,0,borrow|swap|claim_rewards,borrow|swap|claim_rewards,0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333
18,withdraw,deposit|withdraw|repay,withdraw|deposit|repay,0,deposit|withdraw|repay,withdraw|deposit|repay,0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0
19,borrow|withdraw,deposit|withdraw|borrow|repay|swap|claim_rewards,claim_rewards|deposit|borrow|swap|withdraw|repay,0,deposit|withdraw|borrow|repay|claim_rewards,claim_rewards|deposit|borrow|withdraw|repay,0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.4,1.0,0.5714285714285715,0.4,0.6,0.0
20,deposit|swap,deposit|borrow|swap|add_liquidity,borrow|deposit|add_liquidity|swap,0,deposit|borrow|swap|add_liquidity,borrow|deposit|add_liquidity|swap,0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0
21,remove_liquidity|deposit,deposit|borrow|repay|swap|remove_liquidity,remove_liquidity|deposit|borrow|swap|repay,0,deposit,deposit,0,0.4,1.0,0.5714285714285715,0.4,0.6,0.0,1.0,0.5,0.6666666666666666,0.5,0.0,0.5
22,add_liquidity,withdraw|borrow|repay|add_liquidity|claim_rewards,add_liquidity|withdraw|repay|claim_rewards|borrow,0,withdraw|borrow|repay|add_liquidity|claim_rewards,add_liquidity|withdraw|repay|claim_rewards|borrow,0,0.2,1.0,0.33333333333333337,0.2,0.8,0.0,0.2,1.0,0.33333333333333337,0.2,0.8,0.0
23,deposit|add_liquidity,deposit|withdraw|repay|swap|add_liquidity|claim_rewards,repay|swap|deposit|withdraw|add_liquidity|claim_rewards,0,deposit|add_liquidity,deposit|add_liquidity,1,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0
24,borrow,withdraw|borrow|repay|swap|remove_liquidity|claim_rewards,borrow|swap|claim_rewards|repay|remove_liquidity|withdraw,0,borrow|repay|swap|remove_liquidity,borrow|swap|repay|remove_liquidity,0,0.16666666666666666,1.0,0.2857142857142857,0.16666666666666666,0.8333333333333334,0.0,0.25,1.0,0.4,0.25,0.75,0.0
25,deposit,deposit|add_liquidity,deposit|add_liquidity,0,deposit,deposit,1,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0
26,repay,withdraw|repay|swap|add_liquidity|remove_liquidity|claim_rewards,withdraw|swap|repay|add_liquidity|claim_rewards|remove_liquidity,0,repay|swap|claim_rewards,swap|repay|claim_rewards,0,0.16666666666666666,1.0,0.2857142857142857,0.16666666666666666,0.8333333333333334,0.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0
27,withdraw|repay|claim_rewards,deposit|withdraw|repay|add_liquidity|claim_rewards,add_liquidity|withdraw|repay|claim_rewards|deposit,0,withdraw|repay|claim_rewards,withdraw|repay|claim_rewards,1,0.6,1.0,0.7499999999999999,0.6,0.4,0.0,1.0,1.0,1.0,1.0,0.0,0.0
28,add_liquidity|withdraw,deposit|withdraw|repay|add_liquidity|remove_liquidity|claim_rewards,remove_liquidity|deposit|add_liquidity|claim_rewards|repay|withdraw,0,deposit|withdraw|add_liquidity|remove_liquidity,remove_liquidity|deposit|add_liquidity|withdraw,0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0
29,repay,repay|swap|claim_rewards,claim_rewards|repay|swap,0,repay|swap|claim_rewards,claim_rewards|repay|swap,0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0
30,remove_liquidity,withdraw|repay|add_liquidity|remove_liquidity|claim_rewards,remove_liquidity|withdraw|repay|add_liquidity|claim_rewards,0,withdraw|repay|add_liquidity|remove_liquidity,remove_liquidity|withdraw|repay|add_liquidity,0,0.2,1.0,0.33333333333333337,0.2,0.8,0.0,0.25,1.0,0.4,0.25,0.75,0.0
31,add_liquidity|remove_liquidity|withdraw,withdraw|borrow|repay|swap|add_liquidity|remove_liquidity|claim_rewards,borrow|repay|add_liquidity|remove_liquidity|withdraw|swap|claim_rewards,0,withdraw|add_liquidity|remove_liquidity,add_liquidity|remove_liquidity|withdraw,1,0.42857142857142855,1.0,0.6,0.42857142857142855,0.5714285714285714,0.0,1.0,1.0,1.0,1.0,0.0,0.0
32,swap|borrow,borrow|repay|swap|add_liquidity|claim_rewards,add_liquidity|swap|claim_rewards|borrow|repay,0,borrow|repay|swap,swap|borrow|repay,0,0.4,1.0,0.5714285714285715,0.4,0.6,0.0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0
33,remove_liquidity|withdraw|swap,deposit|withdraw|swap|add_liquidity|remove_liquidity|claim_rewards,remove_liquidity|claim_rewards|deposit|withdraw|add_liquidity|swap,0,deposit|withdraw|add_liquidity|claim_rewards,claim_rewards|deposit|withdraw|add_liquidity,0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,0.25,0.3333333333333333,0.28571428571428575,0.16666666666666666,0.75,0.6666666666666666
34,claim_rewards|swap|repay,withdraw|borrow|repay|swap|remove_liquidity|claim_rewards,remove_liquidity|claim_rewards|swap|borrow|repay|withdraw,0,swap,swap,0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666666
35,withdraw|swap|add_liquidity,withdraw|borrow|repay|swap|add_liquidity|remove_liquidity,withdraw|swap|add_liquidity|repay|borrow|remove_liquidity,0,borrow|swap|add_liquidity,swap|add_liquidity|borrow,0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333
36,add_liquidity|claim_rewards,deposit|withdraw|add_liquidity|claim_rewards,add_liquidity|claim_rewards|withdraw|deposit,0,withdraw|add_liquidity,add_liquidity|withdraw,0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,0.5,0.5,0.5,0.3333333333333333,0.5,0.5
37,borrow,deposit|borrow|repay|swap|add_liquidity|claim_rewards,borrow|repay|add_liquidity|swap|claim_rewards|deposit,0,repay|swap|add_liquidity,repay|add_liquidity|swap,0,0.16666666666666666,1.0,0.2857142857142857,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38,deposit,deposit|add_liquidity|remove_liquidity,remove_liquidity|deposit|add_liquidity,0,deposit|remove_liquidity,remove_liquidity|deposit,0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0
39,withdraw|repay,deposit|withdraw|borrow|repay|swap,withdraw|repay|borrow|deposit|swap,0,withdraw,withdraw,0,0.4,1.0,0.5714285714285715,0.4,0.6,0.0,1.0,0.5,0.6666666666666666,0.5,0.0,0.5
40,borrow|deposit,deposit|withdraw|borrow|swap,borrow|withdraw|deposit|swap,0,deposit|borrow|swap,borrow|deposit|swap,0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0
41,swap,withdraw|borrow|repay|swap,swap|withdraw|repay|borrow,0,withdraw|repay,withdraw|repay,0,0.25,1.0,0.4,0.25,0.75,0.0,0.0,0.0,0.0,0.0,1.0,1.0
42,add_liquidity,repay|add_liquidity|claim_rewards,add_liquidity|claim_rewards|repay,0,repay|add_liquidity|claim_rewards,add_liquidity|claim_rewards|repay,0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0
43,add_liquidity|repay,deposit|borrow|repay|swap|add_liquidity|claim_rewards,deposit|add_liquidity|claim_rewards|borrow|repay|swap,0,borrow|repay|swap|add_liquidity|claim_rewards,add_liquidity|claim_rewards|borrow|repay|swap,0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.4,1.0,0.5714285714285715,0.4,0.6,0.0
44,swap|borrow|remove_liquidity,deposit|withdraw|borrow|swap|remove_liquidity|claim_rewards,swap|deposit|borrow|remove_liquidity|withdraw|claim_rewards,0,deposit|withdraw|borrow|swap|remove_liquidity|claim_rewards,swap|deposit|borrow|remove_liquidity|withdraw|claim_rewards,0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0
45,remove_liquidity|repay|borrow,deposit|withdraw|borrow|repay|swap|add_liquidity|remove_liquidity|claim_rewards,add_liquidity|remove_liquidity|deposit|repay|claim_rewards|withdraw|borrow|swap,0,deposit|withdraw|borrow|swap|remove_liquidity,remove_liquidity|deposit|withdraw|borrow|swap,0,0.375,1.0,0.5454545454545454,0.375,0.625,0.0,0.4,0.6666666666666666,0.5,0.3333333333333333,0.6,0.3333333333333333
46,remove_liquidity|swap|repay,withdraw|borrow|repay|swap|remove_liquidity|claim_rewards,claim_rewards|borrow|remove_liquidity|swap|repay|withdraw,0,repay|swap|remove_liquidity,remove_liquidity|swap|repay,1,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0
47,deposit,deposit|repay|swap|add_liquidity|remove_liquidity|claim_rewards,add_liquidity|deposit|claim_rewards|remove_liquidity|swap|repay,0,deposit|remove_liquidity|claim_rewards,deposit|claim_rewards|remove_liquidity,0,0.16666666666666666,1.0,0.2857142857142857,0.16666666666666666,0.8333333333333334,0.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0
48,borrow,withdraw|borrow|swap|add_liquidity|remove_liquidity|claim_rewards,add_liquidity|swap|borrow|claim_rewards|remove_liquidity|withdraw,0,swap|add_liquidity,add_liquidity|swap,0,0.16666666666666666,1.0,0.2857142857142857,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,1.0,1.0
49,swap|borrow,withdraw|borrow|repay|swap|claim_rewards,withdraw|swap|borrow|repay|claim_rewards,0,withdraw|borrow|swap|claim_rewards,withdraw|swap|borrow|claim_rewards,0,0.4,1.0,0.5714285714285715,0.4,0.6,0.0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0
50,swap|claim_rewards,deposit|withdraw|borrow|swap|remove_liquidity|claim_rewards,remove_liquidity|swap|deposit|borrow|claim_rewards|withdraw,0,deposit|withdraw|borrow|swap|claim_rewards,swap|deposit|borrow|claim_rewards|withdraw,0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.4,1.0,0.5714285714285715,0.4,0.6,0.0
51,remove_liquidity|repay|add_liquidity,borrow|repay|add_liquidity|remove_liquidity|claim_rewards,borrow|remove_liquidity|repay|claim_rewards|add_liquidity,0,repay|add_liquidity|claim_rewards,repay|claim_rewards|add_liquidity,0,0.6,1.0,0.7499999999999999,0.6,0.4,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333
52,withdraw,withdraw|swap|add_liquidity|remove_liquidity|claim_rewards,withdraw|add_liquidity|remove_liquidity|swap|claim_rewards,0,withdraw|swap|add_liquidity|remove_liquidity|claim_rewards,withdraw|add_liquidity|remove_liquidity|swap|claim_rewards,0,0.2,1.0,0.33333333333333337,0.2,0.8,0.0,0.2,1.0,0.33333333333333337,0.2,0.8,0.0
53,repay|remove_liquidity,deposit|borrow|repay|swap|add_liquidity|remove_liquidity,swap|repay|borrow|remove_liquidity|add_liquidity|deposit,0,deposit|borrow|repay|remove_liquidity,repay|borrow|remove_liquidity|deposit,0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0
54,claim_rewards|add_liquidity|remove_liquidity,deposit|withdraw|borrow|repay|swap|add_liquidity|remove_liquidity|claim_rewards,borrow|claim_rewards|repay|withdraw|add_liquidity|deposit|remove_liquidity|swap,0,withdraw|repay|add_liquidity|remove_liquidity,repay|withdraw|add_liquidity|remove_liquidity,0,0.375,1.0,0.5454545454545454,0.375,0.625,0.0,0.5,0.6666666666666666,0.5714285714285715,0.4,0.5,0.3333333333333333
55,add_liquidity|claim_rewards,deposit|borrow|swap|add_liquidity|remove_liquidity|claim_rewards,borrow|add_liquidity|remove_liquidity|swap|claim_rewards|deposit,0,borrow|swap|add_liquidity|remove_liquidity,borrow|add_liquidity|remove_liquidity|swap,0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.25,0.5,0.3333333333333333,0.2,0.75,0.5
56,withdraw|borrow|deposit,deposit|withdraw|borrow|add_liquidity,withdraw|borrow|deposit|add_liquidity,0,deposit|withdraw|borrow|add_liquidity,withdraw|borrow|deposit|add_liquidity,0,0.75,1.0,0.8571428571428571,0.75,0.25,0.0,0.75,1.0,0.8571428571428571,0.75,0.25,0.0
57,withdraw|remove_liquidity,deposit|withdraw|repay|add_liquidity|remove_liquidity,add_liquidity|withdraw|repay|remove_liquidity|deposit,0,withdraw,withdraw,0,0.4,1.0,0.5714285714285715,0.4,0.6,0.0,1.0,0.5,0.6666666666666666,0.5,0.0,0.5
58,remove_liquidity,deposit|repay|swap|add_liquidity|remove_liquidity|claim_rewards,claim_rewards|remove_liquidity|swap|repay|deposit|add_liquidity,0,deposit|add_liquidity|remove_liquidity|claim_rewards,claim_rewards|remove_liquidity|deposit|add_liquidity,0,0.16666666666666666,1.0,0.2857142857142857,0.16666666666666666,0.8333333333333334,0.0,0.25,1.0,0.4,0.25,0.75,0.0
59,withdraw|claim_rewards,deposit|withdraw|borrow|repay|remove_liquidity|claim_rewards,deposit|withdraw|claim_rewards|borrow|remove_liquidity|repay,0,withdraw|borrow,withdraw|borrow,0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,0.5,0.3333333333333333,0.5,0.5
60,swap,deposit|swap|add_liquidity|remove_liquidity|claim_rewards,claim_rewards|deposit|swap|remove_liquidity|add_liquidity,0,deposit|swap|add_liquidity|remove_liquidity,deposit|swap|remove_liquidity|add_liquidity,0,0.2,1.0,0.33333333333333337,0.2,0.8,0.0,0.25,1.0,0.4,0.25,0.75,0.0
61,swap,deposit|withdraw|repay|swap|add_liquidity|claim_rewards,deposit|swap|repay|withdraw|claim_rewards|add_liquidity,0,withdraw|swap,swap|withdraw,0,0.16666666666666666,1.0,0.2857142857142857,0.16666666666666666,0.8333333333333334,0.0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0
62,swap,deposit|borrow|repay|swap|add_liquidity|remove_liquidity,borrow|swap|deposit|repay|add_liquidity|remove_liquidity,0,borrow|repay|swap|remove_liquidity,borrow|swap|repay|remove_liquidity,0,0.16666666666666666,1.0,0.2857142857142857,0.16666666666666666,0.8333333333333334,0.0,0.25,1.0,0.4,0.25,0.75,0.0
63,repay,deposit|withdraw|repay|remove_liquidity,repay|remove_liquidity|withdraw|deposit,0,repay|remove_liquidity,repay|remove_liquidity,0,0.25,1.0,0.4,0.25,0.75,0.0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0
64,repay,deposit|borrow|repay|swap|remove_liquidity|claim_rewards,deposit|repay|borrow|claim_rewards|remove_liquidity|swap,0,deposit|repay|swap,deposit|repay|swap,0,0.16666666666666666,1.0,0.2857142857142857,0.16666666666666666,0.8333333333333334,0.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0
65,add_liquidity,deposit|borrow|repay|add_liquidity,borrow|add_liquidity|repay|deposit,0,deposit|repay|add_liquidity,add_liquidity|repay|deposit,0,0.25,1.0,0.4,0.25,0.75,0.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0
66,remove_liquidity|repay,withdraw|repay|swap|add_liquidity|remove_liquidity,remove_liquidity|repay|add_liquidity|withdraw|swap,0,repay|remove_liquidity,remove_liquidity|repay,1,0.4,1.0,0.5714285714285715,0.4,0.6,0.0,1.0,1.0,1.0,1.0,0.0,0.0
67,claim_rewards|borrow,deposit|withdraw|borrow|swap|add_liquidity|remove_liquidity|claim_rewards,remove_liquidity|claim_rewards|deposit|borrow|swap|add_liquidity|withdraw,0,deposit|borrow|swap,deposit|borrow|swap,0,0.2857142857142857,1.0,0.4444444444444445,0.2857142857142857,0.7142857142857143,0.0,0.3333333333333333,0.5,0.4,0.25,0.6666666666666666,0.5
68,repay,deposit|withdraw|repay|swap|remove_liquidity,swap|deposit|repay|withdraw|remove_liquidity,0,withdraw|repay|swap,swap|repay|withdraw,0,0.2,1.0,0.33333333333333337,0.2,0.8,0.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0
69,borrow|remove_liquidity|withdraw,deposit|withdraw|borrow|add_liquidity|remove_liquidity,borrow|add_liquidity|deposit|remove_liquidity|withdraw,0,deposit|withdraw|borrow,borrow|deposit|withdraw,0,0.6,1.0,0.7499999999999999,0.6,0.4,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333
70,repay|claim_rewards,deposit|withdraw|borrow|repay|swap|claim_rewards,repay|deposit|borrow|claim_rewards|withdraw|swap,0,deposit|repay|claim_rewards,repay|deposit|claim_rewards,0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0
71,add_liquidity,borrow|add_liquidity|claim_rewards,borrow|add_liquidity|claim_rewards,0,add_liquidity|claim_rewards,add_liquidity|claim_rewards,0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0
72,remove_liquidity,deposit|withdraw|repay|add_liquidity|remove_liquidity|claim_rewards,remove_liquidity|withdraw|claim_rewards|deposit|repay|add_liquidity,0,withdraw|claim_rewards,withdraw|claim_rewards,0,0.16666666666666666,1.0,0.2857142857142857,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,1.0,1.0
73,withdraw|deposit|add_liquidity,deposit|withdraw|borrow|repay|swap|add_liquidity|claim_rewards,swap|borrow|withdraw|repay|deposit|add_liquidity|claim_rewards,0,deposit|withdraw|borrow,borrow|withdraw|deposit,0,0.42857142857142855,1.0,0.6,0.42857142857142855,0.5714285714285714,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333
74,swap,deposit|withdraw|borrow|swap|claim_rewards,borrow|swap|withdraw|claim_rewards|deposit,0,deposit|withdraw|borrow,borrow|withdraw|deposit,0,0.2,1.0,0.33333333333333337,0.2,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0
75,repay,deposit|withdraw|borrow|repay|swap|add_liquidity|remove_liquidity|claim_rewards,add_liquidity|borrow|repay|swap|deposit|withdraw|claim_rewards|remove_liquidity,0,withdraw|borrow|repay|add_liquidity|claim_rewards,add_liquidity|borrow|repay|withdraw|claim_rewards,0,0.125,1.0,0.2222222222222222,0.125,0.875,0.0,0.2,1.0,0.33333333333333337,0.2,0.8,0.0
76,swap,deposit|repay|swap|add_liquidity,repay|swap|add_liquidity|deposit,0,deposit|repay|swap,repay|swap|deposit,0,0.25,1.0,0.4,0.25,0.75,0.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0
77,remove_liquidity|borrow,deposit|withdraw|borrow|swap|remove_liquidity,remove_liquidity|borrow|swap|deposit|withdraw,0,remove_liquidity,remove_liquidity,0,0.4,1.0,0.5714285714285715,0.4,0.6,0.0,1.0,0.5,0.6666666666666666,0.5,0.0,0.5
78,repay|deposit,deposit|withdraw|borrow|repay|swap|remove_liquidity|claim_rewards,borrow|repay|claim_rewards|deposit|withdraw|swap|remove_liquidity,0,deposit|repay|claim_rewards,repay|claim_rewards|deposit,0,0.2857142857142857,1.0,0.4444444444444445,0.2857142857142857,0.7142857142857143,0.0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0
79,swap|repay|borrow,borrow|repay|swap|remove_liquidity,swap|repay|remove_liquidity|borrow,0,borrow|repay|swap|remove_liquidity,swap|repay|remove_liquidity|borrow,0,0.75,1.0,0.8571428571428571,0.75,0.25,0.0,0.75,1.0,0.8571428571428571,0.75,0.25,0.0
80,swap|deposit|add_liquidity,deposit|borrow|swap|add_liquidity|claim_rewards,borrow|swap|deposit|claim_rewards|add_liquidity,0,deposit|swap|add_liquidity,swap|deposit|add_liquidity,1,0.6,1.0,0.7499999999999999,0.6,0.4,0.0,1.0,1.0,1.0,1.0,0.0,0.0
81,deposit|swap,deposit|withdraw|swap|add_liquidity|remove_liquidity|claim_rewards,claim_rewards|withdraw|deposit|remove_liquidity|swap|add_liquidity,0,deposit|swap|add_liquidity,deposit|swap|add_liquidity,0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0
82,swap|repay|claim_rewards,deposit|repay|swap|claim_rewards,swap|repay|claim_rewards|deposit,0,repay|claim_rewards,repay|claim_rewards,0,0.75,1.0,0.8571428571428571,0.75,0.25,0.0,1.0,0.6666666666666666,0.8,0.6666666666666666,0.0,0.3333333333333333
